state_name,city_code,city_name
HP,66,"KULLU, HP"
HP,67,"HAMIRPUR, HP"
HP,68,"KANGRA, HP"
HP,69,"BILASPUR, HP"
HP,71,"NAHAN, HP"
HP,72,"UNA, HP"
HP,73,"CHAMBA, HP"
HP,74,"BHORANJ, HP"
HP,76,"PADDHAR, HP"
HP,77,"DODRA KAWAR, HP"
HP,78,"BANGANA, HP"
HP,79,"RLA SANGRAH, HP"
HP,80,"RLA HAROLI, HP"
HP,81,"RLA SALOONI, HP"
HP,82,"RLA MANDI (RURAL), HP"
HP,83,"RLA JAWALAMUKHI, HP"
HP,84,"RLA SUJANPUR, HP"
HP,85,"RLA SHILLAI, HP"
HP,86,"RLA DHARAMPUR, HP"
JK,1,"KASHMIR, JK"
JK,2,"JAMMU, JK"
JK,3,"ANANTNAG, JK"
JK,4,"BUDGAM, JK"
JK,5,"BARAMULLA, JK"
JK,6,"DODA, JK"
JK,7,"KARGIL, JK"
JK,8,"KATHUA, JK"
JK,9,"KUPWARA, JK"
JK,10,"LEH, JK"
JK,11,"RAJOURI, JK"
JK,12,"POONCH, JK"
JK,13,"PULWAMA, JK"
JK,14,"UDHAMPUR, JK"
JK,15,"ABANDIPORA, JK"
JK,16,"AGANDERBAL, JK"
JK,17,"AKISHTWAR, JK"
JK,18,"AKULGAM, JK"
JK,19,"ARAMBAN, JK"
JK,20,"AREASI, JK"
JK,21,"ASAMBA, JK"
JK,22,"ASHOPIAN, JK"
JH,1,"RANCHI, JH"
JH,2,"HAZARIBAG, JH"
JH,3,"DALTONGANJ,PALAMU, JH"
JH,4,"DUMKA, JH"
JH,5,"JAMSHEDPUR, JH"
JH,6,"CHAIBASA, JH"
JH,7,"GUMLA, JH"
JH,8,"LOHARDAGA, JH"
JH,9,"BOKARO, JH"
JH,10,"DHANBAD, JH"
JH,11,"GIRIDIH, JH"
JH,12,"KODERMA, JH"
JH,13,"CHATRA, JH"
JH,14,"GARHWA, JH"
JH,15,"DEOGHAR, JH"
JH,16,"PAKUR, JH"
JH,17,"GODDA, JH"
JH,18,"SAHEBGANJ, JH"
JH,19,"LATEHAR, JH"
JH,20,"SIMDEGA, JH"
JH,21,"JAMTARA, JH"
JH,22,"SARAIKELA-KHARSAWAN, JH"
JH,23,"D.T.O. Khunti, JH"
JH,24,"D.T.O. Ramgarh, JH"
TN,58Z,", THIRUMANGALAM,, TN"
TN,59,"MADURAI  , TN"
TN,59V,", VADIPATTI,, TN"
TN,59W,", MELUR,, TN"
TN,60," PERIYAKULAM, TN"
TN,60Z,", UTHAMAPALAYAM,, TN"
TN,61," ARIYALUR, TN"
TN,63," SIVAGANGAI, TN"
TN,63Z,", KARAIKUDI, TN"
TN,64," MADURAI , TN"
TN,65," RAMANATHAPURAM, TN"
TN,65Z,", PARAMAKUDI,, TN"
TN,66,"COIMBATORE , TN"
TN,67," VIRUDHUNAGAR, TN"
TN,67W,"ARUPPUKOTTAI, TN"
TN,68,"KUMBAKONAM, TN"
TN,69," TUTICORIN, TN"
TN,69Z,", KOVILPATTI,, TN"
TN,70," HOSUR, TN"
TN,72,"TIRUNELVELI, TN"
TN,72V,", VALLIYUR ,, TN"
TN,73," RANIPET, TN"
TN,73Z,", ARAKKONAM,, TN"
TN,74," NAGERCOIL, TN"
TN,75," MARTHANDAM, TN"
TN,76,"TENKASI, TN"
TN,76V,"AMBASAMUDURAM, TN"
TN,77,"ATTUR, TN"
TN,77Z,"VALAPADY, TN"
TN,78,"DHARAPURAM,, TN"
TN,78Z,"UDUMALPET, TN"
TN,79," SANKARANKOIL,, TN"
TN,81," TIRUCHIRAPPALLI, TN"
TN,81Z,"TIRUVERAMBUR, TN"
TN,82," MAYILADUTHURAI,, TN"
TN,82Z,"SIRKALI, TN"
TN,83,"VANIYAMBADI, TN"
TN,83Z,"TIRUPATTUR, TN"
TN,84," SRIVILLIPUTHUR,, TN"
TN,84Z,"SIVAKASI, TN"
TN,85," KUNDRATHUR, TN"
TN,86," ERODE, TN"
TN,88," NAMAKKAL-, TN"
TN,88Z,"PARAMATHIVELLUR, TN"
TN,90," SALEM, TN"
TN,91,"Chidambaram, TN"
TN,91Y,"Neyveli, TN"
TN,91Z,"Neyveli, TN"
TN,92,"Tiruchendur, TN"
TN,99," COIMBATORE, TN"
TS,101," MANCHERIAL, TS"
TS,102," HUZURABAD, TS"
TS,103," JANGOAN, TS"
TS,104," BHADRACHALAM, TS"
TS,105," BHONGIR, TS"
TS,106," GADWAL, TS"
TS,107," MEDCHAL, TS"
TS,108," IBRAHIMPATNAM, TS"
TS,115," SIDDIPET, TS"
TS,116," ARMOOR, TS"
TS,201," ASIFABAD, TS"
TS,202," JAGITYAL, TS"
TS,203," MAHABUBABAD, TS"
TS,204," KOTHAGUDEM, TS"
TS,205," KODAD, TS"
TS,206," KALWAKURTHY, TS"
TS,207," PARGI, TS"
TS,215," ZAHIRABAD, TS"
TS,216," BHODAN, TS"
TS,301," NIRMAL, TS"
TS,302," PEDDAPALLI, TS"
TS,304," SATTUPALLI, TS"
TS,305," MIRYALAGUDA, TS"
TS,306," PEBBAIR, TS"
TS,307," KUKATPALLY, TS"
TS,315," MEDAK, TS"
TS,316," KAMAREDDY, TS"
TS,402," RAMAGUNDAM, TS"
TS,404," WYRA, TS"
TS,405," SURYAPET, TS"
TS,406," SHADNAGAR, TS"
TS,415," PATANCHERUVU, TS"
TS,502," SIRICILLA, TS"
TS,602," KORUTLA, TS"
TR,1,"AGALA, TR"
TR,2," UNAKOTI KAILASHAHAR, TR"
TR,3,"SOUTH TRIPURA, TR"
TR,4,"DHALAI, TR"
TR,5," TRIPURA DHARMANAGAR, TR"
TR,6,"  TELIAMURA, TR"
TR,7,"  BISHRAMGANJ, TR"
TR,8,"  TRIPURA, TR"
TR,A02,"KAILASHAHAR-NORTHTRIPURA, TR"
TR,B02,"DHARMANAGAR-NORTHTRIPURA, TR"
UA,7," DEHRADUN, UA"
UK,1," ALMORA, UK"
UK,2,"BAGESHWAR, UK"
UK,3,"TANAKPUR,CHAMPAWAT, UK"
UK,4," HALDWANI,NAINITAL, UK"
UK,5,"PITHORAGARH, UK"
UK,6,"UDHAMSINGH NAGAR, UK"
UK,8,"HARIDWAR, UK"
UK,9,"TEHRI, UK"
UK,10,"UTTARKASHI, UK"
UK,11,"KARANPRAYAG,CHAMOLI, UK"
UK,12," PAURI, UK"
UK,13,"RUDRAPRAYAG, UK"
UK,14,"RISHIKESH,DEHRADUN, UK"
UK,15,"KOTDWAR,PAURI, UK"
UK,17,"AROORKEE, UK"
KL,66,"SKUTTANADU, KL"
KL,67,"S UZHAVOOR, KL"
KL,68,"S DEVIKULAM, KL"
KL,69,"S UDUMBANCHOLA, KL"
KL,70,"SCHITTUR, KL"
KL,71,"S NILAMBUR, KL"
KL,72,"S MANANTHAVADY, KL"
KL,73,"S SULTHANBATHERY, KL"
LD,1,"KAVARATTI, LD"
MP,4,BHOPAL  MP
MP,5,HOSHANGABAD  MP
MP,6,MORENA  MP
MP,7,GWALIOR  MP
MP,8,GUNA A MP
MP,9,INDORE  MP
MP,10,KHARGONE A MP
MP,11,DHAR A MP
MP,12,KHANDWA A MP
MP,13,UJJAIN  MP
MP,14,MANDSAUR A MP
MP,15,SAGAR  MP
MP,16,CHATTARPUR  A MP
MP,17,REWA  MP
MP,18,SHAHDOL  MP
MP,19,SATNA A MP
MP,20,JABALPUR  MP
MP,21,KATNI A MP
MP,22,SEONI A MP
MP,28,CHHINDWARA A MP
MP,30,BHIND  MP
MP,31,SHEOPUR  MP
MP,32,DATIA  MP
MP,33,SHIVPURI  MP
MP,34,DAMOH  MP
MP,35,PANNA  MP
MP,36,TIKAMGARH  MP
MP,37,SEHORE  MP
MP,38,RAISEN  MP
MP,39,RAJGARH  MP
MP,40,VIDISHA  MP
MP,41,DEWAS  MP
MP,42,SHAJAPUR  MP
MP,43,RATLAM  MP
MP,44,NEEMUCH  MP
MP,45,JHABUA  MP
MP,46,BADWANI  MP
MP,47,HARDA  MP
MP,48,BETUL  MP
MP,49,NARSINGHPUR  MP
MP,50,BALAGHAT  MP
MP,51,MANDLA  MP
MP,52,DINDORI  MP
MP,53,SIDHI  MP
MP,54,UMARIA  MP
MH,1,"MUMBAI CENTRAL, MH"
MH,2,"MUMBAI (WEST, MH"
MH,3,"MUMBAI, MH"
MH,4,"THANE, MH"
MH,5,"KALYAN, MH"
MH,6,"PEN(RAIGAD), MH"
MH,7,"SINDHUDURG, MH"
MH,8,"RATNAGIRI, MH"
MH,9,"KOLHAPUR, MH"
MH,10,"SANGLI, MH"
MH,11,"SATARA, MH"
MH,12,"PUNE, MH"
MH,13,"SOLAPUR, MH"
MH,14,"PIMPRI-CHINCHWAD, MH"
MH,15,"NASHIK, MH"
MH,16,"AHMEDNAGAR, MH"
MH,17,"SHRIRAMPUR, MH"
MH,18,"DHULE, MH"
MH,19,"JALGAON, MH"
MH,20,"AURANGABAD, MH"
MH,21,"JALNA, MH"
MH,22,"PARBHANI, MH"
MH,23,"BEED, MH"
MH,24,"LATUR, MH"
MH,25,"OSMANABAD, MH"
MH,26,"NANDED, MH"
MH,27,"AMRAVATI, MH"
MH,28,"BULDHANA, MH"
MH,29,"YAWATMAL, MH"
MH,30,"AKOLA, MH"
MH,31,"NAGPUR (URBAN), MH"
MH,32," WARDHA, MH"
MH,33," GADCHIROLI, MH"
MH,34," CHANDRAPUR, MH"
MH,35," GONDIA, MH"
MH,36," BHANDARA, MH"
MH,37," VASHIM, MH"
MH,38," HINGOLI, MH"
MH,39," NANDURBAR, MH"
MH,40,"NAGPUR (RURAL), MH"
MH,41,"MALEGAON, MH"
MH,42,"BARAMATI, MH"
MH,43,"VASHI, MH"
MH,44,"AMBEJOGAI, MH"
MH,45,"AKLUJ, MH"
MH,46," PANVEL, MH"
MH,47,"BORIVALI, MH"
MH,48," VASAI-VIRAR, MH"
MH,49," NAGPUR, MH"
MH,50," KARAD, MH"
MN,1," IMPHAL, MN"
MN,2," CHURACHANDPUR, MN"
MN,3," KANGPOKPI, MN"
MN,4," THOUBAL, MN"
MN,5," BISHNUPUR, MN"
MN,6," IMPHAL, MN"
MN,7,"Ukhrul, MN"
MN,8,"Senapati, MN"
ML,4,"JOWAI, ML"
ML,5,"SHILLONG, ML"
ML,6,"NONGSTOIN, ML"
ML,7,"WILLIAMANAGAR, ML"
ML,8,"TURA, ML"
ML,9,"BAGHMARA, ML"
ML,10,"NONGPOH, ML"
ML,11,"DTO KHLIEHRIAT, ML"
ML,12,"DTO MAWKYRWAT, ML"
ML,13,"DTO RESUBELPARA, ML"
ML,14,"DTO AMPATI, ML"
MZ,1,"AIZAWL, MZ"
MZ,2,"LUNGLEI, MZ"
MZ,3,"SAIHA, MZ"
MZ,4,"CHAMPHAI, MZ"
MZ,5,"KOLASIB, MZ"
MZ,6,"SERCHHIP, MZ"
MZ,7,"LAWNGTLAI, MZ"
MZ,8,"MAMIT, MZ"
NL,1," KOHIMA, NL"
NL,2," MOKOKCHUNG, NL"
NL,3," TUENSANG, NL"
NL,4," MON, NL"
NL,5," WOKHA, NL"
NL,6," ZUNHEBOTO, NL"
NL,7," DIMAPUR, NL"
NL,8," PHEK, NL"
UP,11,"SAHARANPUR, UP"
UP,12,"MUZAFFARNAGAR, UP"
UP,13," BULANDSHAHAR, UP"
UP,14," GHAZIABAD, UP"
UP,15," MEERUT, UP"
UP,16," GAUTAMBUDHNAGAR, UP"
UP,17," BAGHPAT, UP"
UP,19,"SHAMLI, UP"
UP,20," BIJNOR, UP"
UP,21," MORADABAD, UP"
UP,22," RAMPUR, UP"
UP,23," JYOTIBAPHULE NAGAR, UP"
UP,24," BADAUN, UP"
UP,25," BAREILLY, UP"
UP,26," PILIBHIT, UP"
UP,27," SHAHJAHANPUR, UP"
UP,30," HARDOI, UP"
UP,31," LAKHIMPUR KHIRI, UP"
UP,32," LUCKNOW, UP"
UP,32A,"A MAHANAGAR LUCKNOW, UP"
UP,33," RAEBARELI, UP"
UP,34," SITAPUR, UP"
UP,35," UNNAO, UP"
UP,36,"AMETHI, UP"
UP,37,"HAPUR, UP"
UP,38,"SAMBHAL, UP"
UP,40," BAHRAICH, UP"
UP,41," BARABANKI, UP"
UP,42," FAIZABAD, UP"
UP,43," GONDA, UP"
UP,44," SULTANPUR, UP"
UP,45," AMBEDKAR NAGAR, UP"
UP,46," SHRAVASTI, UP"
UP,47," BALRAMPUR, UP"
UP,50," AZAMGARH, UP"
UP,51," BASTI, UP"
UP,52," DEORIA, UP"
UP,53," GORAKHPUR, UP"
UP,54," MAU, UP"
UP,55," SIDDHARTHNAGAR, UP"
UP,56," MAHRAJGANJ, UP"
UP,57," PADRAUNA (KRUSHI NAGAR), UP"
UP,58," SANT KABIR NAGAR, UP"
UP,60," BALLIA, UP"
UP,61," GHAZIPUR, UP"
UP,62," JAUNPUR, UP"
UP,63," MIRZAPUR, UP"
UP,64," SONBHADRA, UP"
UP,65," VARANASI, UP"
UP,65A,"VARANASI, UP"
UP,66," BHADOHI, UP"
UP,67," CHANDAULI, UP"
UP,70," ALLAHABAD, UP"
UP,71," FATEHPUR, UP"
UP,72," PRATAPGARH, UP"
UP,73," KAUSHAMBI, UP"
UP,74," KANNAUJ, UP"
UP,75," ETAWAH, UP"
UP,76," FARRUKHABAD, UP"
UP,77," KANPUR DEHAT, UP"
UP,78," KANPUR NAGAR, UP"
UP,79," AURAIYA, UP"
UP,80," AGRA, UP"
UP,81," ALIGARH, UP"
UP,82," ETAH, UP"
UP,83," FIROZABAD, UP"
UP,84," MAINPURI, UP"
UP,85," MATHURA, UP"
UP,86," HATHRASH, UP"
UP,87," KANSHIRAM NAGAR, UP"
UP,90," BANDA, UP"
UP,91," HAMIRPUR, UP"
UP,92," JALAUN, UP"
UP,93," JHANSI, UP"
UP,94," LALITPUR, UP"
UP,95," MAHOBA, UP"
UP,96," CHITRAKOOT DHAM, UP"
WB,1,"PUBLIC VEHICLES DEPARTMENT, WB"
WB,5,"PUBLIC VEHICLES DEPARTMENT, KASBA UNIT, WB"
WB,7,"PUBLIC VEHICLES DEPARTMENT, SALT LAKE UNIT, WB"
WB,9,"PUBLIC VEHICLES DEPARTMENT, BEHALA UNIT, WB"
WB,11,"HOWRAH, WB"
WB,13,"AULUBERIA, WB"
WB,15,"HOOGHLY, WB"
WB,17,"ASERAMPORE, WB"
WB,19,"ALIPUR, WB"
WB,21,"ABASIRHAT, WB"
WB,23," BARRACKPORE, WB"
WB,25,"BARASAT, WB"
WB,27,"ABONGAON, WB"
WB,29,"TAMLUK, WB"
WB,31,"CONTAI, WB"
WB,33,"MEDINIPUR, WB"
WB,35,"AKHRAGPUR, WB"
WB,37,"ASANSOLE, WB"
WB,39,"DURGAPUR, WB"
WB,41,"BURDWAN, WB"
WB,43,"AKALNA, WB"
WB,45,"ARAMPURHAT, WB"
WB,47,"ABOLPUR, WB"
WB,49,"AJHARGRAM, WB"
WB,51,"NADIA, WB"
WB,53,"BIRBHUM, WB"
WB,55,"PURULIA, WB"
WB,57,"MURSHIDABAD, WB"
WB,59,"RAIGUNJ, WB"
WB,61,"BALUGHAT, WB"
WB,63,"COOCH BEHAR, WB"
WB,65,"MALDA, WB"
WB,67,"BANKURA, WB"
WB,69,"ALIPURDUAR, WB"
WB,71,"JALPAIGURI, WB"
WB,73,"SILIGURI, WB"
WB,77,"DARJEELING, WB"
WB,81,"ARAGHUNATHPUR, WB"
WB,83,"ACHANCHAL, WB"
WB,85,"AMATHABHANGA, WB"
WB,87,"ABISHNUPUR, WB"
WB,89,"AKALYANI, WB"
WB,91,"AISLAMPUR, WB"
WB,93,"AJANGIPUR, WB"
WB,95,"ABARUIPUR, WB"
WB,97,"ADIAMOND HARBOUR, WB"
